tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,stage_name,stage,retweet_count,favorite_count
883360690899218434,,,2017-07-07 16:22:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet grizzwald. he may be the floofiest floofer i ever did see. lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661ifeyp,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,doggo,,3074.0,19923.0
883117836046086144,,,2017-07-07 00:17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. we don't rate mechanics, no matter how h*ckin good. thank you... 13/10 would sneak a pat https://t.co/se5fz9wp5e",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,doggo,,5528.0,32487.0
882992080364220416,,,2017-07-06 15:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is rusty. he wasn't ready for the first pic. clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyer0kpdxj,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,doggo,,3242.0,20956.0
882762694511734784,,,2017-07-06 00:46:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is gus. he's quite the cheeky pupper. already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/d43i96slvu,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,doggo,,4088.0,24757.0
882627270321602560,,,2017-07-05 15:48:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is stanley. he has his first swim lesson today. doggle straps adjusted. ready to go. 13/10 phelps is nervous (ig: stanleythe_corgi) https://t.co/nx52pgwh94,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,doggo,,5059.0,24570.0
882268110199369728,,,2017-07-04 16:01:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is alfy. you're witnessing his first watermelon experience. i think it was a success. 13/10 happy 4th alfy 🇺🇸 https://t.co/fyp5rlutfa,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,doggo,,9614.0,39159.0
882045870035918850,,,2017-07-04 01:18:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is koko. her owner, inspired by barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy koko https://t.co/zedpnskx7w",,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,doggo,,4078.0,25687.0
881906580714921986,,,2017-07-03 16:04:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is rey. he's a benebop cumberfloof. 12/10 dangerously pettable https://t.co/503cgwbhxq,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,doggo,,2853.0,21420.0
881666595344535552,,,2017-07-03 00:11:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is gary. he couldn't miss this puppertunity for a selfie. flawless focusing skills. 13/10 would boop intensely https://t.co/7cswcl8i6s,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,doggo,,8947.0,44499.0
881536004380872706,,,2017-07-02 15:32:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. zooming at never before seen speeds. 14/10 paw-inspiring af 
(ig: puffie_the_chow) https://t.co/ghxbiieqzf",,,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,,doggo,,13383.0,43397.0
881268444196462592,,,2017-07-01 21:49:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet elliot. he's a canadian forrest pup. unusual number of antlers for a dog. sneaky tongue slip to celebrate #canada150. 12/10 would pet https://t.co/cgwjwowtmc,,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,doggo,,4487.0,20459.0
880935762899988482,,,2017-06-30 23:47:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is louis. he's crossing. it's a big deal. 13/10 h*ckin breathtaking https://t.co/d0wb1glkat,,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,doggo,,2330.0,15036.0
880872448815771648,,,2017-06-30 19:35:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. we only rate dogs. please don't send in well-dressed  floppy-tongued street penguins. dogs only please. thank you... 12/10 https://t.co/wiambtkdpf,,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,doggo,,3199.0,18692.0
880465832366813184,,,2017-06-29 16:39:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is bella. she had her first beach experience this morning. complete success. 12/10 would perform a sandy boop https://t.co/4vsfysdmiw,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,doggo,,5208.0,24995.0
880221127280381952,,,2017-06-29 00:27:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet jesse. he's a fetty woof. his tongue ejects without warning. a true bleptomaniac. 12/10 would snug well https://t.co/fuod0tvmvk,,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,doggo,,3460.0,23632.0
880095782870896641,,,2017-06-28 16:09:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. we're not @porch_rates. insubordinate and churlish. pretty good porch tho 11/10 https://t.co/haue8m3bu4,,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,doggo,,3650.0,24298.0
879862464715927552,,,2017-06-28 00:42:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is romeo. he would like to do an entrance. requesting your immediate assistance. 13/10 https://t.co/qh5aekrqm9,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,doggo,,2925.0,19679.0
879492040517615616,,,2017-06-27 00:10:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is bailey. he thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/ixm9imkqq8,,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,doggo,,2628.0,20678.0
879415818425184262,,,2017-06-26 19:07:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is duddles. he did an attempt. 13/10 someone help him (vid by georgia felici) https://t.co/udt7zkctgy,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,doggo,,37366.0,92721.0
879376492567855104,,,2017-06-26 16:31:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is jack aka stephen furry. you're not scoring on him. unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0goi601eaa,,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,doggo,,2645.0,14833.0
879050749262655488,,,2017-06-25 18:56:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is steven. he has trouble relating to other dogs. quite shy. neck longer than average. tropical probably. 11/10 would still pet https://t.co/2mjcdejwdd,,,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,doggo,,3951.0,19786.0
879008229531029506,,,2017-06-25 16:07:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is beau. that is beau's balloon. he takes it everywhere. 13/10 would protect at all costs https://t.co/ydtpcjipkn,,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,doggo,,2240.0,16757.0
878776093423087618,,,2017-06-25 00:45:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is snoopy. he's a proud #pridemonthpuppo. impeccable handwriting for not having thumbs. 13/10 would love back #pridemonth https://t.co/lnzwgno4gs,,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,doggo,,3429.0,17105.0
878604707211726852,,,2017-06-24 13:24:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uabqxgjwa,,,,https://twitter.com/bbcworld/status/878599868507402241,13,10,,doggo,,5920.0,26405.0
878281511006478336,,,2017-06-23 16:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet shadow. in an attempt to reach maximum zooming borkdrive, he tore his acl. still 13/10 tho. help him out below

https://t.co/245xjjelsy https://t.co/luiqh219v6",,,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,doggo,,1073.0,6768.0
878057613040115712,,,2017-06-23 01:10:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is emmy. she was adopted today. massive round of pupplause for emmy and her new family. 14/10 for all involved https://t.co/cwtwnhmvpe,,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,doggo,,5734.0,37100.0
877736472329191424,,,2017-06-22 03:54:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is aja. she was just told she's a good dog. suspicions confirmed. 13/10 would tell again https://t.co/lspyyaif1r,,,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,doggo,,15788.0,69124.0
877556246731214848,,,2017-06-21 15:58:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is penny. she's both pupset and fired pup. not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/oyddlfogxp,,,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,doggo,,3166.0,19878.0
877316821321428993,,,2017-06-21 00:06:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet dante. at first he wasn't a fan of his new raincoat, then he saw his reflection. h*ckin handsome. 13/10 for water resistant good boy https://t.co/shrtio5pxc",,,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,doggo,,4339.0,24107.0
877201837425926144,,,2017-06-20 16:29:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is nelly. he graduated with his dogtorate today. wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3p4y,,,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,doggo,,4622.0,23825.0
